Model,Best Train Score,Test Scores
Lasso_Regressor,0.9855815045261409,0.9855039280737391
Ridge_Regressor,0.9933817704193479,0.9935541177058852
Elastic_Net_Regressor,0.9855815045261409,0.9855039280737391
Support_Vector_Regressor,0.9921339076410138,0.992234367354849
Decision_Tree_Regressor,0.9995146243968267,0.9955692578909353
Random_Forrests_Regressor,0.999252696466095,0.9968061716951967
