,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Lasso_Regressor,0.01926312212788525,0.016402706519678827,0.01667939120454919,0.01980625445144069,0.01865834952778006,0.0188213862070192,0.01817877493961234,0.017308265725403275,0.017033495386390103,0.020046964262548005,0.0187931656072472,0.01706830466123423,0.018224886095800884,0.016938817799042813,0.01820540592611158,0.017821125514871076,0.018601724106036117,0.017275813814543538,0.016684830170056866,0.01855804482788836
Ridge_Regressor,0.011744325532523569,0.011468208191584558,0.011818391822797331,0.012656428297812541,0.01269784196675843,0.013578114476406144,0.01177788190368888,0.011957430076538739,0.012110144329648605,0.012731917049971765,0.01217264277819812,0.012572026631675157,0.01295898849178936,0.011372298946349557,0.011691747977156879,0.012392567935851874,0.01228489736875932,0.011057152795122966,0.011107512369405331,0.012495456384620334
Elastic_Net_Regressor,0.01926312212788525,0.016402706519678827,0.01667939120454919,0.01980625445144069,0.01865834952778006,0.0188213862070192,0.01817877493961234,0.017308265725403275,0.017033495386390103,0.020046964262548005,0.0187931656072472,0.01706830466123423,0.018224886095800884,0.016938817799042813,0.01820540592611158,0.017821125514871076,0.018601724106036117,0.017275813814543538,0.016684830170056866,0.01855804482788836
Support_Vector_Regressor,0.010572840269482136,0.010163987608016775,0.010891183712928862,0.011027122827815209,0.010720016577089063,0.012637224452730014,0.01089569965766192,0.011057250796428296,0.01034088529043924,0.012454867045961323,0.010253022657629805,0.011601722531195784,0.011651399826811543,0.01006486303580014,0.01095844376294661,0.010241690874031423,0.011079534398763274,0.00904327782723915,0.009860614925064112,0.010763443856228695
Decision_Tree_Regressor,0.013468177584216721,0.011778148428474605,0.013446198290317181,0.01481258456647771,0.01272801099666296,0.01155451060298396,0.011793317348672892,0.013301553168416122,0.012505597827040874,0.013393579830166206,0.013790221608877952,0.012999982930115289,0.012993374646814606,0.011908390328120036,0.012604103998331256,0.012140126594828845,0.012495090494274419,0.010817362166749153,0.012216795550549152,0.012097880236007719
Random_Forrests_Regressor,0.013818750955656439,0.011740811745375904,0.01092664740496771,0.012614403625565948,0.012972206901466745,0.010656632245829824,0.01145872862016965,0.010788583358073946,0.011656880072093477,0.013410855963304408,0.013946603324665153,0.011848383071846623,0.011887483099844285,0.011445956191385718,0.011961902584614562,0.0118095879328305,0.011966748679468606,0.010962329336015302,0.011887229305200973,0.011700245163448083
