Model,Best Train Score,Test Scores
Lasso_Regressor,0.9854474907112353,0.9854026953352265
Ridge_Regressor,0.9930617644116472,0.9934465825955127
Elastic_Net_Regressor,0.9854474907112353,0.9854026953352265
Support_Vector_Regressor,0.9919346462826664,0.9920233404048282
Decision_Tree_Regressor,0.9937364848458964,0.9928347556664556
Random_Forrests_Regressor,0.9938435896910438,0.992355689402077
