Engine Size(L),Cylinders,Gearbox_Type,Gearbox_Number,Energy Consumption per Distance MJ/100km,Model Features_Flexible-fuel vehicle,Model Features_Four-wheel drive,Model Features_Long wheelbase,Model Features_Short wheelbase,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Fuel Type_E,Fuel Type_X,Fuel Type_Z,CO2 Emissions(g/km),Make,CO2_Class,DBSCAN_Cluster,KMeans_Cluster,Agglomerative_Cluster
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHEVROLET,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHRYSLER,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,CHRYSLER,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,DODGE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FIAT,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FIAT,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FIAT,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FIAT,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,FORD,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,GMC,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HONDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HONDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HONDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HONDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HONDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HONDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HYUNDAI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HYUNDAI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HYUNDAI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HYUNDAI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HYUNDAI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,HYUNDAI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,INFINITI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,INFINITI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,INFINITI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,INFINITI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,INFINITI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JAGUAR,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JAGUAR,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JAGUAR,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JAGUAR,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JAGUAR,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JAGUAR,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JEEP,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JEEP,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JEEP,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JEEP,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JEEP,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JEEP,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,JEEP,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,KIA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,KIA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,KIA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,KIA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,KIA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,KIA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,KIA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,LAND ROVER,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,LEXUS,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,LEXUS,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,LINCOLN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,LINCOLN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MASERATI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MAZDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MAZDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MAZDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MAZDA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MERCEDES-BENZ,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MINI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MINI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MINI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MINI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MINI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MINI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MINI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MITSUBISHI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,MITSUBISHI,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,NISSAN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,NISSAN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,NISSAN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,NISSAN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,NISSAN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,NISSAN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,NISSAN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,PORSCHE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,PORSCHE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,PORSCHE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,RAM,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ROLLS-ROYCE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ROLLS-ROYCE,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,SCION,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,SUBARU,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,SUBARU,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,SUBARU,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,TOYOTA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLKSWAGEN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,VOLVO,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ACURA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ACURA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ACURA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ACURA,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ASTON MARTIN,0,0,3,2
,,,,367.64287378114847,,,,,,,,,,,,,,,,,,,,,,,250.58978873239437,ASTON MARTIN,0,0,3,2
